evidence_id,event_id,evidence_tier,reference,verse_text_kr,translation,is_parallel,note
EVD0002393,EVT0176,direct,역대하 13:3,아비야는 싸움에 용감한 군사 사십만 명을 택하여 싸움을 준비하였고 여로보암은 큰 용사 팔십만 명을 택하여 그와 대진한지라,개역개정,false,
EVD0002394,EVT0176,direct,역대하 13:4,아비야가 에브라임 산 중 스마라임 산 위에 서서 이르되 여로보암과 이스라엘 무리들아 다 들으라,개역개정,false,
EVD0002395,EVT0176,direct,역대하 13:5,이스라엘 하나님 여호와께서 소금 언약으로 이스라엘 나라를 영원히 다윗과 그의 자손에게 주신 것을 너희가 알 것 아니냐,개역개정,false,
EVD0002396,EVT0176,direct,역대하 13:6,다윗의 아들 솔로몬의 신하 느밧의 아들 여로보암이 일어나 자기의 주를 배반하고,개역개정,false,
EVD0002397,EVT0176,direct,역대하 13:7,난봉꾼과 잡배가 모여 따르므로 스스로 강하게 되어 솔로몬의 아들 르호보암을 대적하였으나 그 때에 르호보암이 어리고 마음이 연약하여 그들의 입을 능히 막지 못하였었느니라,개역개정,false,
EVD0002398,EVT0176,direct,역대하 13:8,이제 너희가 또 다윗 자손의 손으로 다스리는 여호와의 나라를 대적하려 하는도다 너희는 큰 무리요 또 여로보암이 너희를 위하여 신으로 만든 금송아지들이 너희와 함께 있도다,개역개정,false,
EVD0002399,EVT0176,direct,역대하 13:9,너희가 아론 자손인 여호와의 제사장들과 레위 사람들을 쫓아내고 이방 백성들의 풍속을 따라 제사장을 삼지 아니하였느냐 누구를 막론하고 어린 수송아지 한 마리와 숫양 일곱 마리를 끌고 와서 장립을 받고자 하는 자마다 허무한 신들의 제사장이 될 수 있도다,개역개정,false,
EVD0002400,EVT0176,direct,역대하 13:10,우리에게는 여호와께서 우리 하나님이 되시니 우리가 그를 배반하지 아니하였고 여호와를 섬기는 제사장들이 있으니 아론의 자손이요 또 레위 사람들이 수종 들어,개역개정,false,
EVD0002401,EVT0176,direct,역대하 13:11,매일 아침 저녁으로 여호와 앞에 번제를 드리며 분향하며 또 깨끗한 상에 진설병을 놓고 또 금 등잔대가 있어 그 등에 저녁마다 불을 켜나니 우리는 우리 하나님 여호와의 계명을 지키나 너희는 그를 배반하였느니라,개역개정,false,
EVD0002402,EVT0176,direct,역대하 13:12,하나님이 우리와 함께 하사 우리의 머리가 되시고 그의 제사장들도 우리와 함께 하여 전쟁의 나팔을 불어 너희를 공격하느니라 이스라엘 자손들아 너희 조상들의 하나님 여호와와 싸우지 말라 너희가 형통하지 못하리라,개역개정,false,
EVD0002403,EVT0176,direct,역대하 13:13,여로보암이 유다의 뒤를 둘러 복병하였으므로 그 앞에는 이스라엘 사람들이 있고 그 뒤에는 복병이 있는지라,개역개정,false,
EVD0002404,EVT0176,direct,역대하 13:14,유다 사람이 뒤를 돌아보고 자기 앞 뒤의 적병으로 말미암아 여호와께 부르짖고 제사장들은 나팔을 부니라,개역개정,false,
EVD0002405,EVT0176,direct,역대하 13:15,유다 사람이 소리 지르매 유다 사람이 소리 지를 때에 하나님이 여로보암과 온 이스라엘을 아비야와 유다 앞에서 치시니,개역개정,false,
EVD0002406,EVT0176,direct,역대하 13:16,이스라엘 자손이 유다 앞에서 도망하는지라 하나님이 그들의 손에 넘기셨으므로,개역개정,false,
EVD0002407,EVT0176,direct,역대하 13:17,아비야와 그의 백성이 크게 무찌르니 이스라엘이 택한 병사들이 죽임을 당하고 엎드러진 자들이 오십만 명이었더라,개역개정,false,
EVD0002408,EVT0176,direct,역대하 13:18,그 때에 이스라엘 자손이 항복하고 유다 자손이 이겼으니 이는 그들이 그들의 조상들의 하나님 여호와를 의지하였음이라,개역개정,false,
EVD0002409,EVT0176,direct,역대하 13:19,아비야가 여로보암을 쫓아가서 그의 성읍들을 빼앗았으니 곧 벧엘과 그 동네들과 여사나와 그 동네들과 에브론과 그 동네들이라,개역개정,false,
EVD0002410,EVT0176,direct,역대하 13:20,아비야 때에 여로보암이 다시 강성하지 못하고 여호와의 치심을 입어 죽었고,개역개정,false,
EVD0002411,EVT0176,direct,역대하 13:21,아비야는 점점 강성하며 아내 열넷을 거느려 아들 스물둘과 딸 열여섯을 낳았더라,개역개정,false,
EVD0002412,EVT0176,direct,역대하 13:22,아비야의 남은 사적과 그의 행위와 그의 말은 선지자 잇도의 주석 책에 기록되니라,개역개정,false,
EVD0002413,EVT0177,direct,역대하 16:7,그 때에 선견자 하나니가 유다 왕 아사에게 나와서 그에게 이르되 왕이 아람 왕을 의지하고 왕의 하나님 여호와를 의지하지 아니하였으므로 아람 왕의 군대가 왕의 손에서 벗어났나이다,개역개정,false,
EVD0002414,EVT0177,direct,역대하 16:8,구스 사람과 룹 사람의 군대가 크지 아니하며 말과 병거가 심히 많지 아니하더이까 그러나 왕이 여호와를 의지하였으므로 여호와께서 왕의 손에 넘기셨나이다,개역개정,false,
EVD0002415,EVT0177,direct,역대하 16:9,여호와의 눈은 온 땅을 두루 감찰하사 전심으로 자기에게 향하는 자들을 위하여 능력을 베푸시나니 이 일은 왕이 망령되이 행하였은즉 이 후부터는 왕에게 전쟁이 있으리이다 하매,개역개정,false,
EVD0002416,EVT0177,direct,역대하 16:10,아사가 노하여 선견자를 옥에 가두었으니 이는 그의 말에 크게 노하였음이며 그 때에 아사가 또 백성 중에서 몇 사람을 학대하였더라,개역개정,false,
EVD0002417,EVT0178,direct,역대하 18:28,이스라엘 왕과 유다 왕 여호사밧이 길르앗 라못으로 올라가니라,개역개정,false,
EVD0002418,EVT0178,direct,역대하 18:29,이스라엘 왕이 여호사밧에게 이르되 나는 변장하고 전쟁터로 들어가려 하노니 당신은 왕복을 입으소서 하고 이스라엘 왕이 변장하고 둘이 전쟁터로 들어가니라,개역개정,false,
EVD0002419,EVT0178,direct,역대하 18:30,아람 왕이 그의 병거 지휘관들에게 이미 명령하여 이르기를 너희는 작은 자나 큰 자나 더불어 싸우지 말고 오직 이스라엘 왕하고만 싸우라 한지라,개역개정,false,
EVD0002420,EVT0178,direct,역대하 18:31,병거의 지휘관들이 여호사밧을 보고 이르되 이가 이스라엘 왕이라 하고 돌아서서 그와 싸우려 한즉 여호사밧이 소리를 지르매 여호와께서 그를 도우시며 하나님이 그들을 감동시키사 그를 떠나가게 하신지라,개역개정,false,
EVD0002421,EVT0178,direct,역대하 18:32,병거의 지휘관들이 그가 이스라엘 왕이 아님을 보고 추격을 그치고 돌아갔더라,개역개정,false,
EVD0002422,EVT0178,direct,역대하 18:33,한 사람이 무심코 활을 당겨 이스라엘 왕의 갑옷 솔기를 쏜지라 왕이 그의 병거 모는 자에게 이르되 내가 부상하였으니 네 손을 돌려 나를 진중에서 나가게 하라 하였으나,개역개정,false,
EVD0002423,EVT0178,direct,역대하 18:34,이 날의 전쟁이 맹렬하였으므로 이스라엘 왕이 병거에서 겨우 지탱하며 저녁 때까지 아람 사람을 막다가 해가 질 즈음에 죽었더라,개역개정,false,
EVD0002424,EVT0179,direct,역대하 20:31,여호사밧이 유다의 왕이 되어 왕위에 오를 때에 나이가 삼십오 세라 예루살렘에서 이십오 년 동안 다스리니라 그의 어머니의 이름은 아수바라 실히의 딸이더라,개역개정,false,
EVD0002425,EVT0179,direct,역대하 20:32,여호사밧이 그의 아버지 아사의 길로 행하여 돌이켜 떠나지 아니하고 여호와 보시기에 정직하게 행하였으나,개역개정,false,
EVD0002426,EVT0179,direct,역대하 20:33,산당만은 철거하지 아니하였으므로 백성이 여전히 마음을 정하여 그들의 조상들의 하나님께로 돌아오지 아니하였더라,개역개정,false,
EVD0002427,EVT0179,direct,역대하 20:34,이 외에 여호사밧의 시종 행적은 하나니의 아들 예후의 글에 다 기록되었고 그 글은 이스라엘 열왕기에 올랐더라,개역개정,false,
EVD0002428,EVT0179,direct,역대하 20:35,유다 왕 여호사밧이 나중에 이스라엘 왕 아하시야와 교제하였는데 아하시야는 심히 악을 행하는 자였더라,개역개정,false,
EVD0002429,EVT0179,direct,역대하 20:36,두 왕이 서로 연합하고 배를 만들어 다시스로 보내고자 하여 에시온게벨에서 배를 만들었더니,개역개정,false,
EVD0002430,EVT0179,direct,역대하 20:37,마레사 사람 도다와후의 아들 엘리에셀이 여호사밧을 향하여 예언하여 이르되 왕이 아하시야와 교제하므로 여호와께서 왕이 지은 것들을 파하시리라 하더니 이에 그 배들이 부서져서 다시스로 가지 못하였더라,개역개정,false,
EVD0002431,EVT0180,direct,역대하 23:1,제칠년에 여호야다가 용기를 내어 백부장 곧 여로함의 아들 아사랴와 여호하난의 아들 이스마엘과 오벳의 아들 아사랴와 아다야의 아들 마아세야와 시그리의 아들 엘리사밧 등과 더불어 언약을 세우매,개역개정,false,
EVD0002432,EVT0180,direct,역대하 23:2,그들이 유다를 두루 다니며 유다 모든 고을에서 레위 사람들과 이스라엘 족장들을 모아 예루살렘에 이른지라,개역개정,false,
EVD0002433,EVT0180,direct,역대하 23:3,온 회중이 하나님의 전에서 왕과 언약을 세우매 여호야다가 무리에게 이르되 여호와께서 다윗의 자손에게 대하여 말씀하신 대로 왕자가 즉위하여야 할지니,개역개정,false,
EVD0002434,EVT0180,direct,역대하 23:4,이제 너희는 이와 같이 행하라 너희 제사장들과 레위 사람들 곧 안식일에 당번인 자들의 삼분의 일은 문을 지키고,개역개정,false,
EVD0002435,EVT0180,direct,역대하 23:5,삼분의 일은 왕궁에 있고 삼분의 일은 기초문에 있고 백성들은 여호와의 전 뜰에 있을지라,개역개정,false,
EVD0002436,EVT0180,direct,역대하 23:6,제사장들과 수종 드는 레위 사람들은 거룩한즉 여호와의 전에 들어오려니와 그 외의 다른 사람은 들어오지 못할 것이니 모든 백성은 여호와께 지켜야 할 바를 지킬지며,개역개정,false,
EVD0002437,EVT0180,direct,역대하 23:7,레위 사람들은 각각 손에 무기를 잡고 왕을 호위하며 다른 사람이 성전에 들어오거든 죽이고 왕이 출입할 때에 경호할지니라 하니,개역개정,false,
EVD0002438,EVT0180,direct,역대하 23:8,레위 사람들과 모든 유다 사람들이 제사장 여호야다가 명령한 모든 것을 준행하여 각기 수하에 안식일에 당번인 자와 안식일에 비번인 자들을 거느리고 있었으니 이는 제사장 여호야다가 비번인 자들을 보내지 아니함이더라,개역개정,false,
EVD0002439,EVT0180,direct,역대하 23:9,제사장 여호야다가 하나님의 전 안에 있는 다윗 왕의 창과 큰 방패와 작은 방패를 백부장들에게 주고,개역개정,false,
EVD0002440,EVT0180,direct,역대하 23:10,또 백성들에게 각각 손에 무기를 잡고 왕을 호위하되 성전 오른쪽에서부터 성전 왼쪽까지 제단과 성전 곁에 서게 하고,개역개정,false,
EVD0002441,EVT0180,direct,역대하 23:11,무리가 왕자를 인도해 내어 면류관을 씌우며 율법책을 주고 세워 왕으로 삼을새 여호야다와 그의 아들들이 그에게 기름을 붓고 이르기를 왕이여 만세 수를 누리소서 하니라,개역개정,false,
EVD0002442,EVT0180,direct,역대하 23:12,아달랴가 백성들이 뛰며 왕을 찬송하는 소리를 듣고 여호와의 전에 들어가서 백성에게 이르러,개역개정,false,
EVD0002443,EVT0180,direct,역대하 23:13,보매 왕이 성전 문 기둥 곁에 섰고 지휘관들과 나팔수들이 왕의 곁에 모셔 서 있으며 그 땅의 모든 백성들이 즐거워하여 나팔을 불며 노래하는 자들은 주악하며 찬송을 인도하는지라 이에 아달랴가 그의 옷을 찢으며 외치되 반역이로다 반역이로다 하매,개역개정,false,
EVD0002444,EVT0180,direct,역대하 23:14,제사장 여호야다가 군대를 거느린 백부장들을 불러내어 이르되 반열 밖으로 몰아내라 그를 따르는 자는 칼로 죽이라 하니 제사장의 이 말은 여호와의 전에서는 그를 죽이지 말라 함이라,개역개정,false,
EVD0002445,EVT0180,direct,역대하 23:15,이에 무리가 그에게 길을 열어 주고 그가 왕궁 말문 어귀에 이를 때에 거기서 죽였더라,개역개정,false,
EVD0002446,EVT0181,direct,역대하 25:1,아마샤가 왕위에 오를 때에 나이가 이십오 세라 예루살렘에서 이십구 년 동안 다스리니라 그의 어머니의 이름은 여호앗단이요 예루살렘 사람이더라,개역개정,false,
EVD0002447,EVT0181,direct,역대하 25:2,아마샤가 여호와께서 보시기에 정직하게 행하기는 하였으나 온전한 마음으로 행하지 아니하였더라,개역개정,false,
EVD0002448,EVT0181,direct,역대하 25:3,그의 나라가 굳게 서매 그의 부왕을 죽인 신하들을 죽였으나,개역개정,false,
EVD0002449,EVT0181,direct,역대하 25:4,그들의 자녀들은 죽이지 아니하였으니 이는 모세의 율법책에 기록된 대로 함이라 곧 여호와께서 명령하여 이르시기를 자녀로 말미암아 아버지를 죽이지 말 것이요 아버지로 말미암아 자녀를 죽이지 말 것이라 오직 각 사람은 자기의 죄로 말미암아 죽을 것이니라 하셨더라,개역개정,false,
EVD0002450,EVT0182,direct,역대하 26:16,그가 강성하여지매 그의 마음이 교만하여 악을 행하여 그의 하나님 여호와께 범죄하되 곧 여호와의 성전에 들어가서 향단에 분향하려 한지라,개역개정,false,
EVD0002451,EVT0182,direct,역대하 26:17,제사장 아사랴가 여호와의 용맹한 제사장 팔십 명을 데리고 그의 뒤를 따라 들어가서,개역개정,false,
EVD0002452,EVT0182,direct,역대하 26:18,웃시야 왕 곁에 서서 그에게 이르되 웃시야여 여호와께 분향하는 일은 왕이 할 바가 아니요 오직 분향하기 위하여 구별함을 받은 아론의 자손 제사장들이 할 바니 성소에서 나가소서 왕이 범죄하였으니 하나님 여호와에게서 영광을 얻지 못하리이다,개역개정,false,
EVD0002453,EVT0182,direct,역대하 26:19,웃시야가 손으로 향로를 잡고 분향하려 하다가 화를 내니 그가 제사장에게 화를 낼 때에 여호와의 전 안 향단 곁 제사장들 앞에서 그의 이마에 나병이 생긴지라,개역개정,false,
EVD0002454,EVT0182,direct,역대하 26:20,대제사장 아사랴와 모든 제사장이 왕의 이마에 나병이 생겼음을 보고 성전에서 급히 쫓아내고 여호와께서 치시므로 왕도 속히 나가니라,개역개정,false,
EVD0002455,EVT0182,direct,역대하 26:21,웃시야 왕이 죽는 날까지 나병환자가 되었고 나병환자가 되매 여호와의 전에서 끊어져 별궁에 살았으므로 그의 아들 요담이 왕궁을 관리하며 백성을 다스렸더라,개역개정,false,
EVD0002456,EVT0182,direct,역대하 26:22,웃시야의 남은 시종 행적은 아모스의 아들 선지자 이사야가 기록하였더라,개역개정,false,
EVD0002457,EVT0182,direct,역대하 26:23,웃시야가 그의 조상들과 함께 누우매 그는 나병환자라 하여 왕들의 묘실에 접한 땅 곧 그의 조상들의 곁에 장사하니라 그의 아들 요담이 대신하여 왕이 되니라,개역개정,false,
EVD0002458,EVT0183,direct,역대하 28:22,이 아하스 왕이 곤고할 때에 더욱 여호와께 범죄하여,개역개정,false,
EVD0002459,EVT0183,direct,역대하 28:23,자기를 친 다메섹 신들에게 제사하여 이르되 아람 왕들의 신들이 그들을 도왔으니 나도 그 신에게 제사하여 나를 돕게 하리라 하였으나 그 신이 아하스와 온 이스라엘을 망하게 하였더라,개역개정,false,
EVD0002460,EVT0183,direct,역대하 28:24,아하스가 하나님의 전의 기구들을 모아 하나님의 전의 기구들을 부수고 또 여호와의 전 문들을 닫고 예루살렘 구석마다 제단을 쌓고,개역개정,false,
EVD0002461,EVT0183,direct,역대하 28:25,유다 각 성읍에 산당을 세워 다른 신에게 분향하여 그의 조상들의 하나님 여호와를 진노하게 하였더라,개역개정,false,
EVD0002462,EVT0183,direct,역대하 28:26,아하스의 남은 시종 사적과 모든 행위는 유다와 이스라엘 열왕기에 기록되니라,개역개정,false,
EVD0002463,EVT0183,direct,역대하 28:27,아하스가 그의 조상들과 함께 누우매 이스라엘 왕들의 묘실에 들이지 아니하고 예루살렘 성에 장사하였더라 그의 아들 히스기야가 대신하여 왕이 되니라,개역개정,false,
EVD0002464,EVT0184,direct,역대하 30:13,둘째 달에 백성이 무교절을 지키려 하여 예루살렘에 많이 모이니 매우 큰 모임이라,개역개정,false,
EVD0002465,EVT0184,direct,역대하 30:14,무리가 일어나 예루살렘에 있는 제단과 향단들을 모두 제거하여 기드론 시내에 던지고,개역개정,false,
EVD0002466,EVT0184,direct,역대하 30:15,둘째 달 열넷째 날에 유월절 양을 잡으니 제사장과 레위 사람이 부끄러워하여 성결하게 하고 번제물을 가지고 여호와의 전에 이르러,개역개정,false,
EVD0002467,EVT0184,direct,역대하 30:16,규례대로 각각 자기들의 처소에 서고 하나님의 사람 모세의 율법을 따라 제사장들이 레위 사람의 손에서 피를 받아 뿌리니라,개역개정,false,
EVD0002468,EVT0184,direct,역대하 30:17,회중 가운데 많은 사람이 자신들을 성결하게 하지 못하였으므로 레위 사람들이 모든 부정한 사람을 위하여 유월절 양을 잡아 그들로 여호와 앞에서 성결하게 하였으나,개역개정,false,
EVD0002469,EVT0184,direct,역대하 30:18,에브라임과 므낫세와 잇사갈과 스불론의 많은 무리는 자기들을 깨끗하게 하지 아니하고 유월절 양을 먹어 기록한 규례를 어긴지라 히스기야가 그들을 위하여 기도하여 이르되 선하신 여호와여 사하옵소서,개역개정,false,
EVD0002470,EVT0184,direct,역대하 30:19,결심하고 하나님 곧 그의 조상들의 하나님 여호와를 구하는 사람은 누구든지 비록 성소의 결례대로 스스로 깨끗하게 못하였을지라도 사하옵소서 하였더니,개역개정,false,
EVD0002471,EVT0184,direct,역대하 30:20,여호와께서 히스기야의 기도를 들으시고 백성을 고치셨더라,개역개정,false,
EVD0002472,EVT0184,direct,역대하 30:21,예루살렘에 모인 이스라엘 자손이 크게 즐거워하며 칠 일 동안 무교절을 지켰고 레위 사람들과 제사장들은 날마다 여호와를 칭송하며 큰 소리 나는 악기를 울려 여호와를 찬양하였으며,개역개정,false,
EVD0002473,EVT0184,direct,역대하 30:22,히스기야는 여호와를 섬기는 일에 능숙한 모든 레위 사람들을 위로하였더라 이와 같이 절기 칠 일 동안에 무리가 먹으며 화목제를 드리고 그의 조상들의 하나님 여호와께 감사하였더라,개역개정,false,
EVD0002474,EVT0185,direct,역대하 32:24,그 때에 히스기야가 병들어 죽게 되었으므로 여호와께 기도하매 여호와께서 그에게 대답하시고 또 이적을 보이셨으나,개역개정,false,
EVD0002475,EVT0185,direct,역대하 32:25,히스기야가 마음이 교만하여 그 받은 은혜를 보답하지 아니하므로 진노가 그와 유다와 예루살렘에 내리게 되었더니,개역개정,false,
EVD0002476,EVT0185,direct,역대하 32:26,히스기야가 마음의 교만함을 뉘우치고 예루살렘 주민들도 그와 같이 하였으므로 여호와의 진노가 히스기야의 생전에는 그들에게 내리지 아니하니라,개역개정,false,
EVD0002477,EVT0186,direct,역대하 33:14,그 후에 다윗 성 밖 기혼 서쪽 골짜기 안에 외성을 쌓되 어문 어귀까지 이르러 오벨을 둘러 매우 높이 쌓고 또 유다 모든 견고한 성읍에 군대 지휘관을 두며,개역개정,false,
EVD0002478,EVT0186,direct,역대하 33:15,이방 신들과 여호와의 전의 우상을 제거하며 여호와의 전을 건축한 산에와 예루살렘에 쌓은 모든 제단들을 다 성 밖에 던지고,개역개정,false,
EVD0002479,EVT0186,direct,역대하 33:16,여호와의 제단을 보수하고 화목제와 감사제를 그 제단 위에 드리고 유다를 명령하여 이스라엘 하나님 여호와를 섬기라 하매,개역개정,false,
EVD0002480,EVT0186,direct,역대하 33:17,백성이 그의 하나님 여호와께만 제사를 드렸으나 아직도 산당에서 제사를 드렸더라,개역개정,false,
EVD0002481,EVT0186,direct,역대하 33:18,므낫세의 남은 사적과 그가 하나님께 한 기도와 선견자가 이스라엘 하나님 여호와의 이름으로 권한 말씀은 모두 이스라엘 왕들의 행장에 기록되었고,개역개정,false,
EVD0002482,EVT0186,direct,역대하 33:19,또 그의 기도와 그의 기도를 들으신 것과 그의 모든 죄와 허물과 겸손하기 전에 산당을 세운 곳과 아세라 목상과 우상을 세운 곳들이 다 호새의 사기에 기록되니라,개역개정,false,
EVD0002483,EVT0186,direct,역대하 33:20,므낫세가 그의 열조와 함께 누우매 그의 궁에 장사되고 그의 아들 아몬이 대신하여 왕이 되니라,개역개정,false,
EVD0002484,EVT0187,direct,역대하 34:29,왕이 사람을 보내어 유다와 예루살렘의 모든 장로를 불러 모으고,개역개정,false,
EVD0002485,EVT0187,direct,역대하 34:30,여호와의 전에 올라가매 유다 모든 사람과 예루살렘 주민들과 제사장들과 레위 사람들과 모든 백성이 노소를 막론하고 다 함께 한지라 왕이 여호와의 전 안에서 발견한 언약책의 모든 말씀을 읽어 무리의 귀에 들려 주고,개역개정,false,
EVD0002486,EVT0187,direct,역대하 34:31,왕이 자기 처소에 서서 여호와 앞에서 언약을 세우되 마음을 다하고 목숨을 다하여 여호와를 순종하고 그의 계명과 법도와 율례를 지켜 이 책에 기록된 언약의 말씀을 이루리라 하고,개역개정,false,
EVD0002487,EVT0187,direct,역대하 34:32,예루살렘과 베냐민에 있는 자들이 다 여기에 참여하게 하매 예루살렘 주민이 하나님 곧 그의 조상들의 하나님의 언약을 따르니라,개역개정,false,
EVD0002488,EVT0187,direct,역대하 34:33,이와 같이 요시야가 이스라엘 자손에게 속한 모든 땅에서 가증한 것들을 다 제거하여 버리고 이스라엘의 모든 사람으로 그들의 하나님 여호와를 섬기게 하였으므로 요시야가 사는 날에 백성이 그들의 조상들의 하나님 여호와께 복종하고 떠나지 아니하였더라,개역개정,false,
EVD0002489,EVT0188,direct,역대하 36:9,여호야긴이 왕위에 오를 때에 나이가 팔 세라 예루살렘에서 석달 열흘 동안 다스리며 여호와 보시기에 악을 행하였더라,개역개정,false,
EVD0002490,EVT0188,direct,역대하 36:10,그 해에 느부갓네살 왕이 사람을 보내어 여호야긴을 바벨론으로 잡아가고 여호와의 전의 귀한 그릇들도 함께 가져가고 그의 숙부 시드기야를 세워 유다와 예루살렘 왕으로 삼았더라,개역개정,false,
EVD0002491,EVT0189,direct,에스라 1:5,이에 유다와 베냐민 족장들과 제사장들과 레위 사람들과 그 마음이 하나님께 감동을 받고 올라가서 예루살렘에 여호와의 성전을 건축하고자 하는 자가 다 일어나니,개역개정,false,
EVD0002492,EVT0189,direct,에스라 1:6,그 사면 사람들이 은 그릇과 금과 물품들과 짐승과 보물로 돕고 그 외에도 예물을 기쁘게 드렸더라,개역개정,false,
EVD0002493,EVT0189,direct,에스라 1:7,고레스 왕이 또 여호와의 성전 그릇을 꺼내니 옛적에 느부갓네살이 예루살렘에서 옮겨다가 자기 신들의 신당에 두었던 것이라,개역개정,false,
EVD0002494,EVT0189,direct,에스라 1:8,바사 왕 고레스가 창고지기 미드르닷에게 명령하여 그 그릇들을 꺼내어 세어서 유다 총독 세스바살에게 넘겨주니,개역개정,false,
EVD0002495,EVT0189,direct,에스라 1:9,그 수는 금 접시가 서른 개요 은 접시가 천 개요 칼이 스물아홉 개요,개역개정,false,
EVD0002496,EVT0189,direct,에스라 1:10,금 대접이 서른 개요 그보다 못한 은 대접이 사백열 개요 그밖의 그릇이 천 개이니,개역개정,false,
EVD0002497,EVT0189,direct,에스라 1:11,"금, 은 그릇이 모두 오천사백 개라 사로잡힌 자를 바벨론에서 예루살렘으로 데리고 갈 때에 세스바살이 그 그릇들을 다 가지고 갔더라",개역개정,false,
EVD0002498,EVT0190,direct,에스라 4:1,사로잡혔던 자들의 자손이 이스라엘의 하나님 여호와의 성전을 건축한다 함을 유다와 베냐민의 대적이 듣고,개역개정,false,
EVD0002499,EVT0190,direct,에스라 4:2,스룹바벨과 족장들에게 나아와 이르되 우리도 너희와 함께 건축하게 하라 우리도 너희 같이 너희 하나님을 찾노라 앗수르 왕 에살핫돈이 우리를 이리로 오게 한 날부터 우리가 하나님께 제사를 드리노라 하니,개역개정,false,
EVD0002500,EVT0190,direct,에스라 4:3,스룹바벨과 예수아와 기타 이스라엘 족장들이 이르되 우리 하나님의 성전을 건축하는 데 너희는 우리와 상관이 없느니라 바사 왕 고레스가 우리에게 명령하신 대로 우리가 이스라엘의 하나님 여호와를 위하여 홀로 건축하리라 하였더니,개역개정,false,
EVD0002501,EVT0190,direct,에스라 4:4,이로부터 그 땅 백성이 유다 백성의 손을 약하게 하여 그 건축을 방해하되,개역개정,false,
EVD0002502,EVT0190,direct,에스라 4:5,바사 왕 고레스의 시대부터 바사 왕 다리오가 즉위할 때까지 관리들에게 뇌물을 주어 그 계획을 막았으며,개역개정,false,
EVD0002503,EVT0190,direct,에스라 4:6,또 아하수에로가 즉위할 때에 그들이 글을 올려 유다와 예루살렘 주민을 고발하니라,개역개정,false,
EVD0002504,EVT0190,direct,에스라 4:7,아닥사스다 때에 비슬람과 미드르닷과 다브엘과 그의 동료들이 바사 왕 아닥사스다에게 글을 올렸으니 그 글은 아람 문자와 아람 방언으로 써서 진술하였더라,개역개정,false,
EVD0002505,EVT0190,direct,에스라 4:8,방백 르훔과 서기관 심새가 아닥사스다 왕에게 올려 예루살렘 백성을 고발한 그 글에,개역개정,false,
EVD0002506,EVT0190,direct,에스라 4:9,방백 르훔과 서기관 심새와 그의 동료 디나 사람과 아바삿 사람과 다블래 사람과 아바새 사람과 아렉 사람과 바벨론 사람과 수산 사람과 데해 사람과 엘람 사람과,개역개정,false,
EVD0002507,EVT0190,direct,에스라 4:10,그 밖에 백성 곧 존귀한 오스납발이 사마리아 성과 유브라데 강 건너편 다른 땅에 옮겨 둔 자들과 함께 고발한다 하였더라,개역개정,false,
EVD0002508,EVT0190,direct,에스라 4:11,아닥사스다 왕에게 올린 그 글의 초본은 이러하니 강 건너편에 있는 신하들은,개역개정,false,
EVD0002509,EVT0190,direct,에스라 4:12,왕에게 아뢰나이다 당신에게서 우리에게로 올라온 유다 사람들이 예루살렘에 이르러 이 패역하고 악한 성읍을 건축하는데 이미 그 기초를 수축하고 성곽을 건축하오니,개역개정,false,
EVD0002510,EVT0190,direct,에스라 4:13,이제 왕은 아시옵소서 만일 이 성읍을 건축하고 그 성곽을 완공하면 저 무리가 다시는 조공과 관세와 통행세를 바치지 아니하리니 결국 왕들에게 손해가 되리이다,개역개정,false,
EVD0002511,EVT0190,direct,에스라 4:14,우리가 이제 왕궁의 소금을 먹으므로 왕이 수치 당함을 차마 보지 못하여 사람을 보내어 왕에게 아뢰오니,개역개정,false,
EVD0002512,EVT0190,direct,에스라 4:15,왕은 조상들의 사기를 살펴보시면 그 사기에서 이 성읍은 패역한 성읍이라 예로부터 그 중에서 항상 반역하는 일을 행하여 왕들과 각 도에 손해가 된 것을 보시고 아실지라 이 성읍이 무너짐도 이 때문이니이다,개역개정,false,
EVD0002513,EVT0190,direct,에스라 4:16,이제 감히 왕에게 아뢰오니 이 성읍이 중건되어 성곽이 준공되면 이로 말미암아 왕의 강 건너편 영지가 없어지리이다 하였더라,개역개정,false,
EVD0002514,EVT0190,direct,에스라 4:17,왕이 방백 르훔과 서기관 심새와 사마리아에 거주하는 그들 동관들과 강 건너편 다른 땅 백성에게 조서를 내리니 일렀으되 너희는 평안할지어다,개역개정,false,
EVD0002515,EVT0190,direct,에스라 4:18,너희가 올린 글을 내 앞에서 낭독시키고,개역개정,false,
EVD0002516,EVT0190,direct,에스라 4:19,명령하여 살펴보니 과연 이 성읍이 예로부터 왕들을 거역하며 그 중에서 항상 패역하고 반역하는 일을 행하였으며,개역개정,false,
EVD0002517,EVT0190,direct,에스라 4:20,옛적에는 예루살렘을 다스리는 큰 군왕들이 있어서 강 건너편 모든 땅이 그들에게 조공과 관세와 통행세를 다 바쳤도다,개역개정,false,
EVD0002518,EVT0190,direct,에스라 4:21,이제 너희는 명령을 전하여 그 사람들에게 공사를 그치게 하여 그 성을 건축하지 못하게 하고 내가 다시 조서 내리기를 기다리라,개역개정,false,
EVD0002519,EVT0190,direct,에스라 4:22,너희는 삼가서 이 일에 게으르지 말라 어찌하여 화를 더하여 왕들에게 손해가 되게 하랴 하였더라,개역개정,false,
